occurrenceID;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordedBy;verbatimEventDate;samplingProtocol;individualCount;preparations;identifiedBy;dateIdentified;identificationQualifier;kingdom;phylum;class;order;family;genus;specificEpithet;infraspecificEpithet;scientificName;scientificNameAuthorship;verbatimTaxonRank;taxonRank;vernacularName;sex;habitat;country;countryCode;stateProvince;county;verbatimLocality;verbatimElevation;verbatimLatitude;verbatimLongitude;verbatimCoordinateSystem;verbatimSRS;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters
UCN:MH-ORNIT:46-2300MI2008AV1393;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1393;Giraldo F | Rodríguez W | Restrepo J | Castrillón S;Mar 2001;Red de Niebla;1;Piel;Uribe W | Suárez E;oct. 2001;;;;Aves;;Fringillidae;;;;Arremon aurantiirostris;;;;;Hembra;;Colombia;CO;Caldas;Aranzazu;Cuchilla El Guayabo, cuenca alta del río Tapias, vereda La Cristalina,;3509;"5° 13' 46.6"" N";"75° 23' 2.2"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1542;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1542;Giraldo F | Rodríguez W | Restrepo J | Castrillón S;Mar 19, 2001;Red de Niebla;1;Piel;Colorado J | Uribe W | Suárez E;oct. 2001;;;;Aves;;Fringillidae;;;;Arremon aurantiirostris;;;;;Indeterminado;;Colombia;CO;Caldas;Aranzazu;Cuchilla El Guayabo, cuenca alta del río Tapias, vereda La Cristalina,;3509;"5° 13' 46.6"" N";"75° 23' 2.2"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0891;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0891;Vargas I;May 2001;Red de Niebla;1;Piel;Idárraga A | Urrea L | Rivera A | Quintero R | Saraza C;oct. 2001;;;;Aves;;Fringillidae;;;;Carduelis psaltria;;;;;Hembra;;Colombia;CO;Caldas;Norcasia;Vereda San Roque;188;"5° 39' 54"" N";"74° 46' 59"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0033;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0033;Rodríguez W | Giraldo F | Marín M;19/03/2001;Red de Niebla;1;Piel;David H | Cardona F | Loaiza D | Álvarez A;oct. 2001;;;;Aves;;Momotidae;;;;Baryphthengus ruficapillus;;;;;Macho;;Colombia;CO;Risaralda;Pereira;La Suiza, RN Ucumarí;224;"04° 43' 48"" N";"75° 34' 48"" W";;;;;
UCN:MH-HERP:46-2300MI2008AN0080;PreservedSpecimen;UCN;MH-HERP;46-2300MI2008AN0080;Bernal R | Chaparro H | Peláez J;2001/03/19;;1;Animal entero (ETOH - Etanol);Albert L | Uribe A | Vallejo J;oct. 2001;;;;Amphibia;;Centrolenidae;;;;Centrolene;;sp.;;Rana de cristal;Macho;;Colombia;CO;Risaralda;Pueblo Rico;Vereda La Cumbre, rio San Rafael, segunda estacion a 1 hora y 40 min a pie despues de pasar por la quebrada Risaralda y 20 minutos del sitio del campamento sobre la Cuchilla;204;"5° 8' 54"" N";"76° 2' 0"" W";;;;;
UCN:MH-HERP:46-2300MI2008AN0102;PreservedSpecimen;UCN;MH-HERP;46-2300MI2008AN0102;Vargas I;Feb 2001;;1;Animal entero (ETOH - Etanol);Albert L | Uribe A | Vallejo J;oct. 2001;;;;Amphibia;;Centrolenidae;;;;Centrolene;;sp.;;Rana de cristal;Macho;;Colombia;CO;Risaralda;Pueblo Rico;Vereda La Cumbre, rio San Rafael, segunda estacion a 1 hora y 40 min a pie despues de pasar por la quebrada Risaralda y 20 minutos del sitio del campamento sobre la Cuchilla;204;"5° 8' 54"" N";"76° 2' 0"" W";;;;;
UCN:MH-HERP:46-2300MI2008AN0108;PreservedSpecimen;UCN;MH-HERP;46-2300MI2008AN0108;Roldán F | López N | Arango A;May 2001;;1;Animal entero (ETOH - Etanol);Zarucchi J | Brant A | Castaño C;oct. 2001;;;;Amphibia;;Centrolenidae;;;;Centrolene;;sp.;;Rana de cristal;Hembra;;Colombia;CO;Risaralda;Pueblo Rico;Vereda La Cumbre, rio San Rafael, segunda estacion a 1 hora y 40 min a pie despues de pasar por la quebrada Risaralda y 20 minutos del sitio del campamento sobre la Cuchilla;204;"5° 8' 54"" N";"76° 2' 0"" W";;;;;
UCN:MH-HERP:46-2300MI2008AN0121;PreservedSpecimen;UCN;MH-HERP;46-2300MI2008AN0121;Mendoza H | Prieto A | Robles A | Pulido F;Mar 19, 2001;;1;Animal entero (ETOH - Etanol);Callejas R | Betancur J | Roldán F;oct. 2001;;;;Amphibia;;Centrolenidae;;;;Centrolene;;sp.;;Rana de cristal;Macho;;Colombia;CO;Risaralda;Pueblo Rico;Vereda La Cumbre, rio San Rafael, segunda estacion a 1 hora y 40 min a pie despues de pasar por la quebrada Risaralda y 20 minutos del sitio del campamento sobre la Cuchilla;204;"5° 8' 54"" N";"76° 2' 0"" W";;;;;
UCN:MH-HERP:46-2300MI2008AN0122;PreservedSpecimen;UCN;MH-HERP;46-2300MI2008AN0122;Mendoza H | Prieto A | Robles A | Pulido F;2001;;1;Animal entero (ETOH - Etanol);Marulanda O | Arbeláez A | Churchill S;oct. 2001;;;;Amphibia;;Centrolenidae;;;;Centrolene;;sp.;;Rana de cristal;Hembra;;Colombia;CO;Risaralda;Pueblo Rico;Vereda La Cumbre, rio San Rafael, segunda estacion a 1 hora y 40 min a pie despues de pasar por la quebrada Risaralda y 20 minutos del sitio del campamento sobre la Cuchilla;204;"5° 8' 54"" N";"76° 2' 0"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0154;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0154;Rodríguez W | Giraldo F | Marín M;19/03/2001;Red de Niebla;1;Piel;David H | Cardona F | Loaiza D | Álvarez A;oct. 2001;;;;Aves;;Momotidae;;;;Baryphthengus ruficapillus;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;La Suiza, RN Ucumarí;224;"04° 43' 48"" N";"75° 34' 48"" W";;;;;
UCN:MH-HERP:46-2300MI2008RE0044;PreservedSpecimen;UCN;MH-HERP;46-2300MI2008RE0044;Productos Naturales Aral-Thel;19/03/2001;;1;Animal entero (ETOH - Etanol);Marulanda O | Arbeláez A | Churchill S;oct. 2001;;;;Reptilia;;Gymnothalmidae;;;;Cercosaura argulus;;;;;Macho;;Colombia;CO;Risaralda;Santuario;En trocha desde Morro Plancho a La Quemada, vereda Planes de San Rafael, Parque Municipal San Rafael;204;"5° 8' 57.7"" N";"76° 0' 20.1"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0156;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0156;Bunch P | Arboleda O | Von Loh J;Feb 10, 2001;;1;;Vargas I;oct. 2001;;;;Mammalia;;Canidae;;;;Cerdocyon thous;;;;;Macho;;Colombia;CO;Risaralda;Santuario;Vereda Planes de San Rafael, borde del río San Rafael;;;;;;;;
UCN:MH-CAMPO:46-2300MI2008MA0173;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0173;Patiño A | Correa E | García A;2001;;1;;Brant A | Betancur J;oct. 2001;;;;Mammalia;;Canidae;;;;Cerdocyon thous;;;;;Hembra;;Colombia;CO;Risaralda;Santuario;Vereda Planes de San Rafael, borde del río San Rafael;;;;;;;;
UCN:MH-CAMPO:46-2300MI2008MA0290;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0290;Patiño A | Correa E | García A;19/03/2001;;1;;Jaramillo R;oct. 2001;;;;Mammalia;;Canidae;;;;Cerdocyon thous;;;;;Macho;;Colombia;CO;Risaralda;Santuario;Vereda Planes de San Rafael, borde del río San Rafael;;;;;;;;
UCN:MH-CAMPO:46-2300MI2008MA0488;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0488;Patiño A | Correa E | García A;Mar 2001;;1;;Vargas I;oct. 2001;;;;Mammalia;;Canidae;;;;Cerdocyon thous;;;;;Hembra;;Colombia;CO;Risaralda;Santuario;Vereda Planes de San Rafael, borde del río San Rafael;;;;;;;;
UCN:MH-ORNIT:46-2300MI2008AV0170;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0170;Rodríguez W | Giraldo F | Marín M;Feb 10, 2001;Red de Niebla;1;Piel;David H | Cardona F | Loaiza D | Álvarez A;oct. 2001;;;;Aves;;Momotidae;;;;Baryphthengus ruficapillus;;;;;Indeterminado;;Colombia;CO;Risaralda;Pereira;La Suiza, RN Ucumarí;224;"04° 43' 48"" N";"75° 34' 48"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0204;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0204;Rodríguez W | Giraldo F | Marín M;2001;Red de Niebla;1;Piel;David H | Cardona F | Loaiza D | Álvarez A;oct. 2001;;;;Aves;;Momotidae;;;;Baryphthengus ruficapillus;;;;;Macho;;Colombia;CO;Risaralda;Pereira;La Suiza, RN Ucumarí;224;"04° 43' 48"" N";"75° 34' 48"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0257;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0257;Rodríguez W | Giraldo F | Marín M;19/03/2001;Red de Niebla;1;Piel;David H | Cardona F | Loaiza D | Álvarez A;oct. 2001;;;;Aves;;Momotidae;;;;Baryphthengus ruficapillus;;;;;Macho;;Colombia;CO;Risaralda;Pereira;La Suiza, RN Ucumarí;224;"04° 43' 48"" N";"75° 34' 48"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0448;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0448;Rodríguez W | Giraldo F | Marín M;Mar 2001;Red de Niebla;1;Piel;David H | Cardona F | Loaiza D | Álvarez A;oct. 2001;;;;Aves;;Momotidae;;;;Baryphthengus ruficapillus;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;La Suiza, RN Ucumarí;224;"04° 43' 48"" N";"75° 34' 48"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0753;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0753;Rodríguez W | Giraldo F | Marín M;Mar 19, 2001;Red de Niebla;1;Piel;David H | Cardona F | Loaiza D | Álvarez A;oct. 2001;;;;Aves;;Momotidae;;;;Baryphthengus ruficapillus;;;;;Macho;;Colombia;CO;Risaralda;Pereira;La Suiza, RN Ucumarí;224;"04° 43' 48"" N";"75° 34' 48"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0955;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0955;Rodríguez W | Giraldo F | Marín M;Mar 19, 2001;Red de Niebla;1;Piel;David H | Cardona F | Loaiza D | Álvarez A;oct. 2001;;;;Aves;;Momotidae;;;;Baryphthengus ruficapillus;;;;;Hembra;;Colombia;CO;Risaralda;Pereira;La Suiza, RN Ucumarí;224;"04° 43' 48"" N";"75° 34' 48"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1071;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1071;Rodríguez W | Giraldo F | Marín M;19/03/2001;Red de Niebla;1;Piel;David H | Cardona F | Loaiza D | Álvarez A;oct. 2001;;;;Aves;;Momotidae;;;;Baryphthengus ruficapillus;;;;;Indeterminado;;Colombia;CO;Risaralda;Pereira;La Suiza, RN Ucumarí;224;"04° 43' 48"" N";"75° 34' 48"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1268;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1268;Alzate F | Cardona F;20/03/2001;Red de Niebla;1;Piel;Hernández J | Hoyos S;oct. 2001;;;;Aves;;Momotidae;;;;Baryphthengus ruficapillus;;;;;Macho;;Colombia;CO;Risaralda;Pereira;La Suiza, RN Ucumarí;224;"04° 43' 48"" N";"75° 34' 48"" W";;;;;
UCN:MH-HERP:46-2300MI2008RE0028;PreservedSpecimen;UCN;MH-HERP;46-2300MI2008RE0028;Rivas A | Ruíz A;Mar 2001;;1;Animal entero (ETOH - Etanol);Brant A | Escobar O;oct. 2001;;;;Reptilia;;Colubridae;;;;Chironius monticola;;;;;Macho;Bosque Húmedo;Colombia;CO;Antioquia;Támesis;Vereda La Virgen, finca La Cumbre;1659;"5° 44' 51.8"" N";"75° 41' 47.7"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1492;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1492;Idrobo J | Mahecha G | Carbonó E | Orozco C | Ortega E | Pabón M | Ramos J | Ruíz R | Vidal L;Mar 2001;Red de Niebla;1;Piel;David H | Cardona F | Loaiza D | Álvarez A;oct. 2001;;;;Aves;;Momotidae;;;;Baryphthengus ruficapillus;;;;;Macho;;Colombia;CO;Risaralda;Pereira;La Suiza, RN Ucumarí;224;"04° 43' 48"" N";"75° 34' 48"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0940;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0940;Vélez J | López A | Vesga A;Feb 10, 2001;Red de Niebla;1;Piel;Fonnegra R | Roldán F;oct. 2001;;;;Aves;;Odonthophoridae;;;;Colinus cristatus;;;;;Macho;Bosque Húmedo;Colombia;CO;Antioquia;Vigía del Fuerte;Corregimiento de San Miguel, cuenca de la quebrada Jengado, afluentes quebrada Nipundu y Nipunducito, bosques comunitarios sector Nipunducito y Dejengado;46;"6° 33' 45.2"" N";"76° 47' 14.8"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1403;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1403;Vélez J | López A | Vesga A;2001;Red de Niebla;1;Piel;Fonnegra R | Roldán F;oct. 2001;;;;Aves;;Odonthophoridae;;;;Colinus cristatus;;;;;Macho;Bosque Húmedo;Colombia;CO;Antioquia;Vigía del Fuerte;Corregimiento de San Miguel, cuenca de la quebrada Jengado, afluentes quebrada Nipundu y Nipunducito, bosques comunitarios sector Nipunducito y Dejengado;46;"6° 33' 45.2"" N";"76° 47' 14.8"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0003;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0003;Giraldo F | Murillo G;2001/03/19;Red de Niebla;1;Piel;Cardona F | David H;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Hembra;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0084;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0084;Giraldo F | Murillo G;2001/03/19;Red de Niebla;1;Piel;Colorado J | Suárez E;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Macho;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0089;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0089;Rodríguez W | Giraldo F | Marín M;20/03/2001;Red de Niebla;1;Piel;Colorado J | Suárez E;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Hembra;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0124;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0124;Rodríguez W | Giraldo F | Marín M;Mar 2001;Red de Niebla;1;Piel;Colorado J | Suárez E;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Indeterminado;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0129;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0129;Giraldo F | Murillo G;2001/03/19;Red de Niebla;1;Piel;Colorado J | Suárez E;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Macho;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0281;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0281;Rodríguez W | Giraldo F | Marín M;Feb 2001;Red de Niebla;1;Piel;Pineda J | Cruz K;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Macho;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0306;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0306;Betancur J | Neira A;May 2001;Red de Niebla;1;Piel;Hernández J | Hoyos S;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Hembra;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0347;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0347;Betancur J | Neira A;Mar 19, 2001;Red de Niebla;1;Piel;Hernández J | Hoyos S;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Macho;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0377;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0377;Betancur J | Franco P | Neira A;2001;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Hembra;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0395;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0395;Mora V | Cardona F;19/03/2001;Red de Niebla;1;Piel;Colorado J | Uribe W;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Indeterminado;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-HERP:46-2300MI2008RE0003;PreservedSpecimen;UCN;MH-HERP;46-2300MI2008RE0003;Rivas A | Ruíz A;19/03/2001;;1;Animal entero (ETOH - Etanol);Callejas R | Roldán F;oct. 2001;;;;Reptilia;;Teiidae;;;;Cnemidophorus lemniscatus;;;;;Macho;;Colombia;CO;Risaralda;Santa Rosa de Cabal;5 km al SE de La Florida;;;;;;;;
UCN:MH-HERP:46-2300MI2008RE0054;PreservedSpecimen;UCN;MH-HERP;46-2300MI2008RE0054;Rivas A | Ruíz A;20/03/2001;;1;Animal entero (ETOH - Etanol);Luteyn J | Callejas R | Escobar O;oct. 2001;;;;Reptilia;;Teiidae;;;;Cnemidophorus lemniscatus;;;;;Hembra;;Colombia;CO;Risaralda;Santa Rosa de Cabal;5 km al SE de La Florida;;;;;;;;
UCN:MH-HERP:46-2300MI2008AN0040;PreservedSpecimen;UCN;MH-HERP;46-2300MI2008AN0040;Rivas A | Correa E;Mar 2001;;1;Animal entero (ETOH - Etanol);Callejas R | Betancur J | Roldán F;oct. 2001;;;;Amphibia;;Centrolenidae;;;;Cochranella punctulata;;;;;Indeterminado;;Colombia;CO;Risaralda;Pereira;Vereda El Manzano, finca El Parnaso;224;"4° 42' 27.36"" N";"75° 37' 22.00"" W";;;;;
UCN:MH-HERP:46-2300MI2008AN0053;PreservedSpecimen;UCN;MH-HERP;46-2300MI2008AN0053;Rivas A | Correa E;2001/03/19;;1;Animal entero (ETOH - Etanol);Callejas R;oct. 2001;;;;Amphibia;;Centrolenidae;;;;Cochranella punctulata;;;;;Macho;;Colombia;CO;Risaralda;Pereira;Vereda El Manzano, finca El Parnaso;224;"4° 42' 27.36"" N";"75° 37' 22.00"" W";;;;;
UCN:MH-CAMPO:46-2300MI2008MA0391;HumanObservation;UCN;MH-CAMPO;46-2300MI2008MA0391;Rivas A | Correa E;2001/03/19;;1;;Roldán F | Betancur J | Betancur A | Marulanda O | Palacio M | Tobón E;oct. 2001;;;;Mammalia;;Erethizontidae;;;;Coendou prehensilis;;;;;Macho;Bosque Húmedo;Colombia;CO;Antioquia;Carolina;25 km de vía Panamericana en El Roble a la represa Miraflores, cerca de Santa Rosa, cerca de 4 km W de la represa;2546;6° 45' N;75° 22' W;;;;;
UCN:MH-ORNIT:46-2300MI2008AV0474;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0474;Alzate F | Cardona F;19/03/2001;Red de Niebla;1;Piel;Colorado J | Uribe W;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Macho;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0494;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0494;Alzate F | Cardona F;Feb 10, 2001;Red de Niebla;1;Piel;Colorado J | Uribe W;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Macho;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0533;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0533;Rodríguez W | Giraldo F | Marín M;2001;Red de Niebla;1;Piel;David H | Cardona F | Loaiza D | Álvarez A;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Hembra;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0596;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0596;Giraldo F | Rodríguez W | Restrepo J | Castrillón S;19/03/2001;Red de Niebla;1;Piel;David H | Cardona F | Loaiza D | Álvarez A;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Macho;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0605;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0605;Rodríguez W | Giraldo F | Marín M;Mar 2001;Red de Niebla;1;Piel;David H | Granada J | Loaiza D | Hernández C;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Hembra;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0650;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0650;Arbeláez M | Manaidego J;Mar 19, 2001;Red de Niebla;1;Piel;Rodríguez W | Parra J;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Indeterminado;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0685;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0685;Benavides J | Rivas A | Gómez F;Mar 19, 2001;Red de Niebla;1;Piel;Rodríguez W | Parra J;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Macho;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0783;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0783;Gentry A | Rentería E;19/03/2001;Red de Niebla;1;Piel;Jaramillo F | Trujillo P;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Macho;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0852;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0852;Gentry A | Rentería E;20/03/2001;Red de Niebla;1;Piel;Alzate F | Moreno J | Gómez M;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Hembra;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV0941;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV0941;Rodríguez W | Ropero L | Restrepo M | Santiago H;Mar 2001;Red de Niebla;1;Piel;Alzate F | Moreno J | Gómez M;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Macho;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
UCN:MH-ORNIT:46-2300MI2008AV1019;PreservedSpecimen;UCN;MH-ORNIT;46-2300MI2008AV1019;Rodríguez W | Ropero L | Restrepo M | Santiago H;2001/03/19;Red de Niebla;1;Piel;Vargas I;oct. 2001;;;;Aves;;Parulidae;;;;Basileuterus fulvicauda;;;;;Hembra;;Colombia;CO;Risaralda;Santa Rosa de Cabal;Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya;224;"4° 44' 4.992"" N";"75° 35' 10.78"" W";;;;;
