occurrenceID,basisOfRecord,institutionCode,collectionCode,catalogNumber,type,collectionID,recordedBy,verbatimEventDate,samplingProtocol,individualCount,preparations,identifiedBy,dateIdentified,identificationQualifier,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,verbatimTaxonRank,taxonRank,vernacularName,sex,habitat,country,countryCode,stateProvince,county,verbatimLocality,verbatimElevation,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters
UCN:MH-ORNIT:46-2300MI2008AV1268,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1268,Objeto físico,RNC:123,Alzate F | Cardona F,20/03/2001,Red de Niebla,1,Piel,Hernández J | Hoyos S,oct. 2001,,,,Aves,,Momotidae,,,,Baryphthengus ruficapillus,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"La Suiza, RN Ucumarí",224,"04° 43' 48"" N","75° 34' 48"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0028,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0028,Objeto físico,RNC:123,Rivas A | Ruíz A,Mar 2001,,1,Animal entero (ETOH - Etanol),Brant A | Escobar O,oct. 2001,,,,Reptilia,,Colubridae,,,,Chironius monticola,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Támesis,"Vereda La Virgen, finca La Cumbre",1659,"5° 44' 51.8"" N","75° 41' 47.7"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1492,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1492,Objeto físico,RNC:123,Idrobo J | Mahecha G | Carbonó E | Orozco C | Ortega E | Pabón M | Ramos J | Ruíz R | Vidal L,Mar 2001,Red de Niebla,1,Piel,David H | Cardona F | Loaiza D | Álvarez A,oct. 2001,,,,Aves,,Momotidae,,,,Baryphthengus ruficapillus,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"La Suiza, RN Ucumarí",224,"04° 43' 48"" N","75° 34' 48"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0940,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0940,Objeto físico,RNC:123,Vélez J | López A | Vesga A,"Feb 10, 2001",Red de Niebla,1,Piel,Fonnegra R | Roldán F,oct. 2001,,,,Aves,,Odonthophoridae,,,,Colinus cristatus,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Vigía del Fuerte,"Corregimiento de San Miguel, cuenca de la quebrada Jengado, afluentes quebrada Nipundu y Nipunducito, bosques comunitarios sector Nipunducito y Dejengado",46,"6° 33' 45.2"" N","76° 47' 14.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1403,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1403,Objeto físico,RNC:123,Vélez J | López A | Vesga A,2001,Red de Niebla,1,Piel,Fonnegra R | Roldán F,oct. 2001,,,,Aves,,Odonthophoridae,,,,Colinus cristatus,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Vigía del Fuerte,"Corregimiento de San Miguel, cuenca de la quebrada Jengado, afluentes quebrada Nipundu y Nipunducito, bosques comunitarios sector Nipunducito y Dejengado",46,"6° 33' 45.2"" N","76° 47' 14.8"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0003,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0003,Objeto físico,RNC:123,Giraldo F | Murillo G,2001/03/19,Red de Niebla,1,Piel,Cardona F | David H,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0084,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0084,Objeto físico,RNC:123,Giraldo F | Murillo G,2001/03/19,Red de Niebla,1,Piel,Colorado J | Suárez E,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0089,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0089,Objeto físico,RNC:123,Rodríguez W | Giraldo F | Marín M,20/03/2001,Red de Niebla,1,Piel,Colorado J | Suárez E,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0124,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0124,Objeto físico,RNC:123,Rodríguez W | Giraldo F | Marín M,Mar 2001,Red de Niebla,1,Piel,Colorado J | Suárez E,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Indeterminado,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0129,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0129,Objeto físico,RNC:123,Giraldo F | Murillo G,2001/03/19,Red de Niebla,1,Piel,Colorado J | Suárez E,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0281,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0281,Objeto físico,RNC:123,Rodríguez W | Giraldo F | Marín M,Feb 2001,Red de Niebla,1,Piel,Pineda J | Cruz K,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0306,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0306,Objeto físico,RNC:123,Betancur J | Neira A,May 2001,Red de Niebla,1,Piel,Hernández J | Hoyos S,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0347,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0347,Objeto físico,RNC:123,Betancur J | Neira A,"Mar 19, 2001",Red de Niebla,1,Piel,Hernández J | Hoyos S,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0377,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0377,Objeto físico,RNC:123,Betancur J | Franco P | Neira A,2001,Red de Niebla,1,Piel,Vargas I,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0395,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0395,Objeto físico,RNC:123,Mora V | Cardona F,19/03/2001,Red de Niebla,1,Piel,Colorado J | Uribe W,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Indeterminado,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-HERP:46-2300MI2008RE0003,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0003,Objeto físico,RNC:123,Rivas A | Ruíz A,19/03/2001,,1,Animal entero (ETOH - Etanol),Callejas R | Roldán F,oct. 2001,,,,Reptilia,,Teiidae,,,,Cnemidophorus lemniscatus,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,5 km al SE de La Florida,,,,,,,,
UCN:MH-HERP:46-2300MI2008RE0054,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008RE0054,Objeto físico,RNC:123,Rivas A | Ruíz A,20/03/2001,,1,Animal entero (ETOH - Etanol),Luteyn J | Callejas R | Escobar O,oct. 2001,,,,Reptilia,,Teiidae,,,,Cnemidophorus lemniscatus,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,5 km al SE de La Florida,,,,,,,,
UCN:MH-HERP:46-2300MI2008AN0040,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0040,Objeto físico,RNC:123,Rivas A | Correa E,Mar 2001,,1,Animal entero (ETOH - Etanol),Callejas R | Betancur J | Roldán F,oct. 2001,,,,Amphibia,,Centrolenidae,,,,Cochranella punctulata,,,,,Indeterminado,,Colombia,CO,Risaralda,Pereira,"Vereda El Manzano, finca El Parnaso",224,"4° 42' 27.36"" N","75° 37' 22.00"" W",,,,,
UCN:MH-HERP:46-2300MI2008AN0053,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-HERP,46-2300MI2008AN0053,Objeto físico,RNC:123,Rivas A | Correa E,2001/03/19,,1,Animal entero (ETOH - Etanol),Callejas R,oct. 2001,,,,Amphibia,,Centrolenidae,,,,Cochranella punctulata,,,,,Macho,,Colombia,CO,Risaralda,Pereira,"Vereda El Manzano, finca El Parnaso",224,"4° 42' 27.36"" N","75° 37' 22.00"" W",,,,,
UCN:MH-MAM:46-2300MI2008MA0391,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-MAM,46-2300MI2008MA0391,Objeto físico,RNC:123,Rivas A | Correa E,2001/03/19,,1,,Roldán F | Betancur J | Betancur A | Marulanda O | Palacio M | Tobón E,oct. 2001,,,,Mammalia,,Erethizontidae,,,,Coendou prehensilis,,,,,Macho,Bosque Húmedo,Colombia,CO,Antioquia,Carolina,"25 km de vía Panamericana en El Roble a la represa Miraflores, cerca de Santa Rosa, cerca de 4 km W de la represa",2546,6° 45' N,75° 22' W,,,,,
UCN:MH-ORNIT:46-2300MI2008AV0474,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0474,Objeto físico,RNC:123,Alzate F | Cardona F,19/03/2001,Red de Niebla,1,Piel,Colorado J | Uribe W,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0494,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0494,Objeto físico,RNC:123,Alzate F | Cardona F,"Feb 10, 2001",Red de Niebla,1,Piel,Colorado J | Uribe W,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0533,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0533,Objeto físico,RNC:123,Rodríguez W | Giraldo F | Marín M,2001,Red de Niebla,1,Piel,David H | Cardona F | Loaiza D | Álvarez A,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0596,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0596,Objeto físico,RNC:123,Giraldo F | Rodríguez W | Restrepo J | Castrillón S,19/03/2001,Red de Niebla,1,Piel,David H | Cardona F | Loaiza D | Álvarez A,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0605,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0605,Objeto físico,RNC:123,Rodríguez W | Giraldo F | Marín M,Mar 2001,Red de Niebla,1,Piel,David H | Granada J | Loaiza D | Hernández C,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0650,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0650,Objeto físico,RNC:123,Arbeláez M | Manaidego J,"Mar 19, 2001",Red de Niebla,1,Piel,Rodríguez W | Parra J,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Indeterminado,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0685,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0685,Objeto físico,RNC:123,Benavides J | Rivas A | Gómez F,"Mar 19, 2001",Red de Niebla,1,Piel,Rodríguez W | Parra J,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0783,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0783,Objeto físico,RNC:123,Gentry A | Rentería E,19/03/2001,Red de Niebla,1,Piel,Jaramillo F | Trujillo P,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0852,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0852,Objeto físico,RNC:123,Gentry A | Rentería E,20/03/2001,Red de Niebla,1,Piel,Alzate F | Moreno J | Gómez M,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0941,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0941,Objeto físico,RNC:123,Rodríguez W | Ropero L | Restrepo M | Santiago H,Mar 2001,Red de Niebla,1,Piel,Alzate F | Moreno J | Gómez M,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1019,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1019,Objeto físico,RNC:123,Rodríguez W | Ropero L | Restrepo M | Santiago H,2001/03/19,Red de Niebla,1,Piel,Vargas I,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1060,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1060,Objeto físico,RNC:123,Gutiérrez C,2001/03/19,Red de Niebla,1,Piel,Vargas I,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Indeterminado,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1150,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1150,Objeto físico,RNC:123,del Llano M,20/03/2001,Red de Niebla,1,Piel,Taborda A | Londoño L,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1174,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1174,Objeto físico,RNC:123,Rodríguez W | Ropero L | Restrepo M | Santiago H,Mar 2001,Red de Niebla,1,Piel,Taborda A | Londoño L,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1345,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1345,Objeto físico,RNC:123,Rodríguez W | Ropero L | Restrepo M | Santiago H,2001/03/19,Red de Niebla,1,Piel,Taborda A | Londoño L,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1364,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1364,Objeto físico,RNC:123,Rudas A | Giraldo D | Tuberquia D | Uribe F,Feb 2001,Red de Niebla,1,Piel,Taborda A | Londoño L,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1428,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1428,Objeto físico,RNC:123,Rudas A | Giraldo D | Tuberquia D | Uribe F,May 2001,Red de Niebla,1,Piel,Taborda A | Londoño L,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Hembra,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1600,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1600,Objeto físico,RNC:123,Rudas A | Giraldo D | Tuberquia D | Uribe F,"Mar 19, 2001",Red de Niebla,1,Piel,Taborda A | Londoño L,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Indeterminado,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1641,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1641,Objeto físico,RNC:123,Rudas A | Giraldo D | Tuberquia D | Uribe F,2001,Red de Niebla,1,Piel,Taborda A | Londoño L,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV1684,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV1684,Objeto físico,RNC:123,Rudas A | Giraldo D | Tuberquia D | Uribe F,19/03/2001,Red de Niebla,1,Piel,Taborda A | Londoño L,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus fulvicauda,,,,,Macho,,Colombia,CO,Risaralda,Santa Rosa de Cabal,"Cuenca media del rio Otun, vereda La Suiza, finca Santuario de Flora y Fauna Otun Quimbaya",224,"4° 44' 4.992"" N","75° 35' 10.78"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0382,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0382,Objeto físico,RNC:123,Rudas A | Giraldo D | Tuberquia D | Uribe F,19/03/2001,Red de Niebla,1,Piel,Taborda A | Londoño L,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus rufifrons,,,,,Hembra,Bosque Montano,Colombia,CO,Antioquia,San Pedro de los Milagros,Sin datos de localidad-San Pedro de los Milagros,2508,"6° 27' 48.490"" N","75° 33' 55.120"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0407,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0407,Objeto físico,RNC:123,Gentry A | Rentería E,"Feb 10, 2001",Red de Niebla,1,Piel,Alzate F | Moreno J | Gómez M,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus rufifrons,,,,,Macho,Bosque Montano,Colombia,CO,Antioquia,San Pedro de los Milagros,Sin datos de localidad-San Pedro de los Milagros,2508,"6° 27' 48.490"" N","75° 33' 55.120"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0526,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0526,Objeto físico,RNC:123,Galeano M | Martínez X | Matapí A | Anzola F | Pavón M,2001,Red de Niebla,1,Piel,Alzate F | Moreno J | Gómez M,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus rufifrons,,,,,Hembra,Bosque Montano,Colombia,CO,Antioquia,San Pedro de los Milagros,Sin datos de localidad-San Pedro de los Milagros,2508,"6° 27' 48.490"" N","75° 33' 55.120"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0643,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0643,Objeto físico,RNC:123,Rudas A | Giraldo D | Tuberquia D | Uribe F,19/03/2001,Red de Niebla,1,Piel,Vargas I,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus rufifrons,,,,,Indeterminado,Bosque Montano,Colombia,CO,Antioquia,San Pedro de los Milagros,Sin datos de localidad-San Pedro de los Milagros,2508,"6° 27' 48.490"" N","75° 33' 55.120"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0741,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0741,Objeto físico,RNC:123,Gentry A | Rentería E,Mar 2001,Red de Niebla,1,Piel,López P | Cano L | Uparela J,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus rufifrons,,,,,Macho,Bosque Montano,Colombia,CO,Antioquia,San Pedro de los Milagros,Sin datos de localidad-San Pedro de los Milagros,2508,"6° 27' 48.490"" N","75° 33' 55.120"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0746,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0746,Objeto físico,RNC:123,Rudas A | Giraldo D | Tuberquia D | Uribe F,"Mar 19, 2001",Red de Niebla,1,Piel,Benavides J | Valencia A,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus rufifrons,,,,,Macho,Bosque Montano,Colombia,CO,Antioquia,San Pedro de los Milagros,Sin datos de localidad-San Pedro de los Milagros,2508,"6° 27' 48.490"" N","75° 33' 55.120"" W",,,,,
UCN:MH-ORNIT:46-2300MI2008AV0851,PreservedSpecimen,Universidad de Ciencias Naturales (UCN),MH-ORNIT,46-2300MI2008AV0851,Objeto físico,RNC:123,Rudas A | Giraldo D | Tuberquia D | Uribe F,"Mar 19, 2001",Red de Niebla,1,Piel,Benavides J | Valencia A,oct. 2001,,,,Aves,,Parulidae,,,,Basileuterus rufifrons,,,,,Hembra,Bosque Montano,Colombia,CO,Antioquia,San Pedro de los Milagros,Sin datos de localidad-San Pedro de los Milagros,2508,"6° 27' 48.490"" N","75° 33' 55.120"" W",,,,,
